Basement,Sale_Price,Estimate_Building,Building Square Feet,Fireplaces,Building_Square_Feet,Attic_Type,Basement_Finish,Type_of_Residence,Bathrooms
full,195000,162620.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
full,195000,162620.0,1363.0,0,Small-Medium,None,Unfinished,one_story,2
not_full,260000,219450.0,1790.0,1+,Medium-Large,Partial,Unfinished,one_story,2
not_full,326000,229750.0,1525.0,1+,Medium,None,Formal rec room,over_one_story,2
full,157000,128380.0,1257.0,0,Small-Medium,None,Unfinished,one_story,1
full,130000,118510.0,1378.0,1+,Small-Medium,None,Unfinished,one_story,1
full,310000,222650.0,1773.0,1+,Medium,None,Unfinished,one_story,2
full,310000,222650.0,1773.0,1+,Medium,None,Unfinished,one_story,2
not_full,390000,234090.0,2318.0,1+,Large,None,Unfinished,one_story,2
full,264000,206940.0,1420.0,1+,Medium,None,Unfinished,one_story,2
full,159900,125360.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,420000,262680.0,2271.0,1+,Medium-Large,None,Unfinished,one_story,2
full,289500,274580.0,1372.0,1+,Small-Medium,None,Unfinished,one_story,2
full,281500,232120.0,1583.0,0,Medium,None,Unfinished,one_story,1
not_full,299000,213860.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,430000,288150.0,2448.0,1+,Large,None,Unfinished,one_story,2
not_full,430000,212620.0,3526.0,1+,Large,None,Formal rec room,one_story,2
not_full,425000,135490.0,2377.0,1+,Large,None,Unfinished,one_story,2
not_full,229500,158400.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,229500,176620.0,1654.0,1+,Medium,None,Unfinished,one_story,2
not_full,300000,267770.0,2373.0,0,Large,None,Formal rec room,one_story,2
not_full,295000,162600.0,1084.0,0,Small,Partial,Formal rec room,over_one_story,1
not_full,405000,294580.0,2351.0,1+,Large,None,Unfinished,one_story,2
not_full,270000,259750.0,1824.0,1+,Medium-Large,None,Formal rec room,over_one_story,1
full,310000,284920.0,1832.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,176000,96270.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,190000,134940.0,962.0,0,Small,Partial,Unfinished,one_story,1
full,329000,312850.0,2218.0,1+,Medium-Large,None,Unfinished,one_story,2
full,179900,132590.0,1065.0,0,Small,None,Unfinished,one_story,2
not_full,537500,410600.0,3181.0,1+,Large,None,Unfinished,one_story,2
full,275000,198400.0,974.0,1+,Small,None,Formal rec room,one_story,2
full,437000,296100.0,2433.0,1+,Large,None,Unfinished,one_story,2
not_full,362000,234160.0,2203.0,0,Medium-Large,None,Formal rec room,one_story,2
full,232000,146320.0,962.0,0,Small,None,Unfinished,one_story,1
not_full,365000,166060.0,1879.0,1+,Medium-Large,None,Unfinished,one_story,2
full,338000,235970.0,1712.0,1+,Medium,None,Formal rec room,one_story,2
full,278469,148210.0,1140.0,0,Small,None,Formal rec room,one_story,1
full,336000,263990.0,2420.0,1+,Large,None,Unfinished,one_story,2
full,430000,245030.0,2990.0,1+,Large,None,Formal rec room,one_story,2
full,430000,192460.0,2990.0,1+,Large,None,Formal rec room,one_story,2
full,281000,168890.0,1145.0,0,Small,Partial,Unfinished,one_story,1
full,281000,190230.0,1145.0,0,Small,Partial,Unfinished,one_story,1
full,267000,189180.0,1677.0,1+,Medium,None,Unfinished,one_story,2
not_full,417000,350530.0,2493.0,1+,Large,None,Unfinished,one_story,2
full,146000,117780.0,1034.0,0,Small,None,Unfinished,one_story,1
full,146000,117780.0,1034.0,0,Small,None,Unfinished,one_story,1
not_full,365000,275580.0,1580.0,1+,Medium,None,Formal rec room,over_one_story,2
full,350000,261290.0,2140.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,300000,183160.0,1186.0,0,Small,None,Formal rec room,one_story,2
not_full,300000,203620.0,1186.0,0,Small,None,Formal rec room,one_story,2
not_full,387000,337430.0,2694.0,1+,Large,None,Unfinished,one_story,2
not_full,387000,339440.0,2694.0,1+,Large,None,Unfinished,one_story,2
not_full,378000,365170.0,2886.0,1+,Large,None,Unfinished,one_story,3+
not_full,190000,193510.0,1075.0,0,Small,None,Formal rec room,over_one_story,1
not_full,373000,260370.0,1805.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,210000,166810.0,1005.0,0,Small,None,Unfinished,over_one_story,1
full,390000,79670.0,2712.0,1+,Large,Partial,Unfinished,one_story,3+
