Basement,Sale_Price,Estimate_Building,Building Square Feet,Fireplaces,Building_Square_Feet,Attic_Type,Basement_Finish,Type_of_Residence,Bathrooms
full,340000,223500.0,2058.0,1+,Medium-Large,None,Unfinished,one_story,2
full,398000,316620.0,2143.0,1+,Medium-Large,None,Unfinished,one_story,2
full,398000,223940.0,2143.0,1+,Medium-Large,None,Unfinished,one_story,2
full,229989,193370.0,1130.0,0,Small,None,Formal rec room,one_story,1
full,229989,193370.0,1130.0,0,Small,None,Formal rec room,one_story,1
full,229989,167480.0,1130.0,0,Small,None,Formal rec room,one_story,1
full,229989,193370.0,1130.0,0,Small,None,Formal rec room,one_story,1
full,154000,128250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,359000,266080.0,2273.0,0,Large,None,Formal rec room,one_story,2
full,285000,227230.0,1971.0,1+,Medium-Large,None,Unfinished,one_story,2
full,357000,267170.0,1752.0,1+,Medium,None,Unfinished,one_story,1
not_full,228000,134410.0,1266.0,1+,Small-Medium,None,Unfinished,one_story,2
full,326000,274710.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,170000,138930.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,289500,223190.0,2034.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,289500,223190.0,2034.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,317500,223190.0,2034.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,317500,223190.0,2034.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,350000,244150.0,1308.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,357500,291110.0,2181.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,350000,290060.0,2792.0,1+,Large,None,Unfinished,one_story,2
full,343000,268090.0,2212.0,1+,Medium-Large,None,Unfinished,one_story,2
full,343000,323250.0,2212.0,1+,Medium-Large,None,Unfinished,one_story,2
full,395000,333120.0,2558.0,1+,Large,None,Unfinished,one_story,2
not_full,337000,213150.0,1763.0,1+,Medium,None,Formal rec room,one_story,2
full,340000,205080.0,1249.0,0,Small-Medium,None,Formal rec room,one_story,1
full,350000,403970.0,2148.0,0,Medium-Large,None,Unfinished,over_one_story,2
not_full,320000,241090.0,1921.0,1+,Medium-Large,Partial,Formal rec room,one_story,1
not_full,371500,259240.0,2289.0,1+,Large,None,Unfinished,one_story,2
full,178500,118050.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
full,178500,118050.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
full,178500,155920.0,1686.0,0,Medium,None,Unfinished,over_one_story,1
not_full,264000,203580.0,1347.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,345000,293250.0,2417.0,1+,Large,None,Unfinished,one_story,2
full,338000,239420.0,1197.0,1+,Small-Medium,None,Formal rec room,one_story,2
not_full,403000,325160.0,2772.0,1+,Large,None,Unfinished,one_story,2
not_full,425000,326620.0,2046.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
full,189000,159850.0,1065.0,1+,Small,None,Unfinished,one_story,2
full,189000,116030.0,1065.0,1+,Small,None,Unfinished,one_story,2
full,273500,151770.0,1136.0,0,Small,None,Unfinished,one_story,1
full,343000,173790.0,1672.0,0,Medium,None,Unfinished,one_story,2
full,343000,198700.0,1672.0,0,Medium,None,Unfinished,one_story,2
full,325000,256040.0,1708.0,1+,Medium,None,Unfinished,one_story,2
not_full,305000,207100.0,1734.0,1+,Medium,None,Unfinished,one_story,2
not_full,305000,232480.0,1734.0,1+,Medium,None,Unfinished,one_story,2
not_full,175000,110180.0,1300.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,420000,328050.0,2200.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,340000,245280.0,1306.0,1+,Small-Medium,None,Formal rec room,one_story,3+
full,140000,125690.0,1489.0,1+,Medium,Partial,Unfinished,one_story,2
full,274500,222920.0,1582.0,1+,Medium,None,Unfinished,one_story,2
not_full,285000,215460.0,1268.0,1+,Small-Medium,Full,Formal rec room,over_one_story,1
not_full,165500,121340.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,390000,328670.0,2282.0,1+,Large,None,Unfinished,one_story,3+
not_full,390000,319340.0,2282.0,1+,Large,None,Unfinished,one_story,3+
full,459435,356730.0,2938.0,1+,Large,None,Formal rec room,one_story,2
not_full,195000,180040.0,1084.0,0,Small,None,Formal rec room,over_one_story,1
full,220000,160390.0,1324.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,320000,173440.0,1186.0,0,Small,None,Formal rec room,one_story,2
not_full,320000,163080.0,1186.0,0,Small,None,Formal rec room,one_story,2
full,260000,177320.0,1889.0,0,Medium-Large,None,Unfinished,one_story,2
full,325000,271090.0,2307.0,0,Large,None,Unfinished,one_story,2
not_full,420000,263890.0,2254.0,1+,Medium-Large,None,Unfinished,one_story,2
full,386778,231220.0,2140.0,1+,Medium-Large,None,Unfinished,one_story,2
full,276500,170840.0,1198.0,0,Small-Medium,None,Unfinished,one_story,1
full,158000,99100.0,1034.0,0,Small,None,Unfinished,one_story,1
full,158000,117010.0,1034.0,0,Small,None,Unfinished,one_story,1
not_full,282000,226760.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,217000,180760.0,1587.0,1+,Medium,None,Unfinished,one_story,1
full,250000,203360.0,1454.0,1+,Medium,None,Unfinished,one_story,2
full,367500,316870.0,2238.0,0,Medium-Large,None,Unfinished,one_story,2
full,369000,321640.0,2712.0,1+,Large,Partial,Unfinished,one_story,3+
full,479000,158400.0,2400.0,1+,Large,None,Unfinished,one_story,2
full,230000,189200.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,395000,196520.0,2114.0,0,Medium-Large,None,Unfinished,one_story,2
full,395000,237160.0,2114.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,202000,238340.0,1499.0,1+,Medium,None,Formal rec room,over_one_story,2
full,237000,155380.0,1140.0,0,Small,Full,Unfinished,one_story,1
full,237000,155380.0,1140.0,0,Small,Full,Unfinished,one_story,1
full,221000,176220.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,220000,224080.0,1141.0,0,Small,None,Unfinished,one_story,1
full,383000,108920.0,1921.0,0,Medium-Large,None,Unfinished,one_story,2
full,383000,112780.0,1921.0,0,Medium-Large,None,Unfinished,one_story,2
full,383000,112780.0,1921.0,0,Medium-Large,None,Unfinished,one_story,2
full,274500,228580.0,1518.0,0,Medium,None,Formal rec room,one_story,1
not_full,364000,270440.0,1639.0,1+,Medium,None,Formal rec room,over_one_story,3+
full,280000,232880.0,1776.0,0,Medium,None,Unfinished,one_story,2
not_full,280000,166120.0,1200.0,1+,Small-Medium,None,Formal rec room,one_story,2
full,339900,265090.0,1705.0,1+,Medium,None,Unfinished,one_story,2
full,285000,264650.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
not_full,328000,192190.0,1760.0,1+,Medium,None,Unfinished,one_story,1
full,385000,292140.0,2416.0,1+,Large,None,Unfinished,one_story,2
not_full,250000,183370.0,1103.0,0,Small,None,Formal rec room,over_one_story,1
not_full,177500,147520.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,177500,120700.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
full,294500,220140.0,1649.0,1+,Medium,None,Unfinished,one_story,2
full,270000,156840.0,1592.0,0,Medium,None,Unfinished,one_story,2
full,270000,147470.0,1592.0,0,Medium,None,Unfinished,one_story,2
not_full,278000,220760.0,1138.0,1+,Small,None,Formal rec room,over_one_story,1
full,520000,400960.0,1836.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,320000,226320.0,1268.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
full,300000,219640.0,1870.0,0,Medium-Large,None,Unfinished,one_story,2
full,485000,272960.0,2337.0,1+,Large,None,Unfinished,one_story,2
not_full,275000,189210.0,1097.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,355000,234950.0,2022.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,270000,260900.0,1414.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,286000,188570.0,1097.0,0,Small,None,Formal rec room,over_one_story,1
full,299900,241850.0,1865.0,1+,Medium-Large,None,Unfinished,one_story,1
full,285000,269390.0,2092.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,275000,271770.0,1414.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,380000,229380.0,1549.0,1+,Medium,None,Formal rec room,over_one_story,1
full,154000,89290.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,339180,250300.0,1708.0,1+,Medium,None,Formal rec room,one_story,1
not_full,303000,240260.0,1852.0,0,Medium-Large,None,Formal rec room,over_one_story,2
not_full,294500,242020.0,1740.0,0,Medium,Partial,Formal rec room,one_story,2
not_full,251000,215840.0,1040.0,1+,Small,None,Formal rec room,over_one_story,2
full,240750,249030.0,1488.0,1+,Medium,Partial,Unfinished,one_story,2
full,195000,122650.0,1380.0,1+,Small-Medium,None,Unfinished,one_story,1
full,195000,112620.0,1380.0,1+,Small-Medium,None,Unfinished,one_story,1
full,195000,126130.0,1380.0,1+,Small-Medium,None,Unfinished,one_story,1
full,280000,257040.0,2448.0,1+,Large,None,Unfinished,one_story,2
full,274500,127620.0,1180.0,1+,Small,None,Unfinished,one_story,1
not_full,270000,189210.0,1503.0,0,Medium,None,Unfinished,one_story,1
not_full,308000,199840.0,1100.0,1+,Small,None,Formal rec room,over_one_story,2
not_full,308000,181910.0,1100.0,1+,Small,None,Formal rec room,over_one_story,2
full,195000,164400.0,1196.0,1+,Small-Medium,None,Unfinished,one_story,1
full,300000,245770.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
full,300000,278230.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
full,277000,150760.0,1269.0,0,Small-Medium,None,Unfinished,one_story,1
full,310000,268580.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
not_full,385000,238370.0,2197.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,285000,224500.0,1472.0,0,Medium,None,Formal rec room,over_one_story,1
not_full,285000,223450.0,1472.0,0,Medium,None,Formal rec room,over_one_story,1
full,270000,194810.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,365000,241730.0,2059.0,1+,Medium-Large,None,Unfinished,one_story,2
full,235000,155640.0,962.0,0,Small,Full,Unfinished,one_story,1
full,235000,152690.0,962.0,0,Small,Full,Unfinished,one_story,1
not_full,450000,334780.0,2776.0,1+,Large,None,Unfinished,one_story,2
full,214900,147120.0,750.0,0,Small,None,Unfinished,one_story,1
full,214900,147120.0,750.0,0,Small,None,Unfinished,one_story,1
full,366000,221090.0,2328.0,1+,Large,None,Unfinished,one_story,3+
full,366000,263060.0,2328.0,1+,Large,None,Unfinished,one_story,3+
full,366000,256080.0,2328.0,1+,Large,None,Unfinished,one_story,3+
full,366000,263060.0,2328.0,1+,Large,None,Unfinished,one_story,3+
full,370000,149360.0,2097.0,1+,Medium-Large,None,Unfinished,one_story,2
full,367500,314540.0,2305.0,0,Large,None,Unfinished,one_story,2
not_full,369000,304110.0,2448.0,1+,Large,None,Unfinished,one_story,2
not_full,213000,172320.0,1200.0,1+,Small-Medium,None,Unfinished,one_story,1
full,347000,325590.0,2322.0,1+,Large,None,Unfinished,one_story,2
full,359900,282360.0,2212.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,342500,213990.0,1764.0,1+,Medium,None,Unfinished,one_story,2
not_full,565000,142120.0,3165.0,1+,Large,None,Formal rec room,one_story,3+
not_full,262000,182650.0,1212.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,370000,305580.0,2138.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
full,369900,313420.0,2254.0,1+,Medium-Large,None,Unfinished,one_story,2
full,369900,279250.0,2254.0,1+,Medium-Large,None,Unfinished,one_story,2
full,279000,135240.0,1546.0,1+,Medium,None,Unfinished,one_story,2
not_full,345000,255060.0,2138.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,275200,121660.0,1448.0,1+,Medium,None,Formal rec room,over_one_story,2
full,195000,174490.0,1767.0,0,Medium,None,Unfinished,one_story,2
not_full,400000,270650.0,1532.0,1+,Medium,None,Formal rec room,over_one_story,2
full,432500,189800.0,1561.0,1+,Medium,None,Unfinished,one_story,2
not_full,304000,215960.0,1239.0,1+,Small-Medium,None,Formal rec room,over_one_story,3+
full,335000,289110.0,2448.0,1+,Large,None,Unfinished,one_story,2
full,335000,247830.0,2448.0,1+,Large,None,Unfinished,one_story,2
not_full,287000,243260.0,1266.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,302700,239290.0,1692.0,1+,Medium,None,Unfinished,one_story,2
full,295000,260390.0,2328.0,1+,Large,None,Unfinished,one_story,2
not_full,419000,318660.0,2230.0,1+,Medium-Large,None,Unfinished,one_story,2
full,302000,148510.0,1248.0,1+,Small-Medium,None,Unfinished,one_story,2
full,149000,138870.0,1350.0,1+,Small-Medium,None,Unfinished,one_story,1
full,149000,138870.0,1350.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,175000,148570.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,175000,148570.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
full,324900,281360.0,2574.0,1+,Large,None,Unfinished,one_story,2
full,324900,325020.0,2574.0,1+,Large,None,Unfinished,one_story,2
full,324900,281360.0,2574.0,1+,Large,None,Unfinished,one_story,2
not_full,298000,184310.0,1180.0,1+,Small,None,Formal rec room,one_story,1
not_full,298000,205920.0,1180.0,1+,Small,None,Formal rec room,one_story,1
not_full,272500,156740.0,965.0,0,Small,Partial,Formal rec room,one_story,1
full,293000,236390.0,1708.0,1+,Medium,None,Unfinished,one_story,2
not_full,540000,362860.0,2528.0,1+,Large,None,Formal rec room,one_story,3+
not_full,245000,193410.0,1100.0,0,Small,Full,Formal rec room,over_one_story,1
not_full,334900,219590.0,1286.0,1+,Small-Medium,None,Formal rec room,over_one_story,2
not_full,382500,291240.0,2225.0,0,Medium-Large,None,Unfinished,one_story,2
full,162000,144640.0,1490.0,0,Medium,Partial,Unfinished,one_story,2
full,275000,180170.0,984.0,0,Small,Partial,Formal rec room,one_story,1
full,275000,154450.0,984.0,0,Small,Partial,Formal rec room,one_story,1
full,319000,260920.0,2420.0,1+,Large,None,Unfinished,one_story,2
full,319000,260920.0,2420.0,1+,Large,None,Unfinished,one_story,2
full,250000,218640.0,2094.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,280000,194940.0,1100.0,0,Small,None,Formal rec room,over_one_story,2
not_full,325400,217570.0,1748.0,1+,Medium,None,Unfinished,one_story,2
not_full,240000,282610.0,1876.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,240000,282610.0,1876.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,390000,282610.0,1876.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,390000,282610.0,1876.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,355000,303830.0,2592.0,1+,Large,None,Unfinished,one_story,2
not_full,346000,240870.0,1994.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
full,237000,219090.0,1090.0,0,Small,None,Unfinished,one_story,1
full,335000,206830.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
full,335000,264410.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
full,506250,383410.0,4594.0,1+,Large,None,Unfinished,one_story,2
full,250000,221240.0,1090.0,0,Small,None,Unfinished,one_story,1
full,250000,221240.0,1090.0,0,Small,None,Unfinished,one_story,1
full,235000,197520.0,1292.0,1+,Small-Medium,None,Unfinished,one_story,2
not_full,610000,409120.0,3026.0,1+,Large,None,Unfinished,one_story,3+
not_full,430000,252300.0,2029.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,360000,176100.0,2695.0,1+,Large,None,Unfinished,one_story,2
full,340000,279630.0,2685.0,0,Large,None,Unfinished,one_story,2
full,340000,233800.0,2685.0,0,Large,None,Unfinished,one_story,2
full,270000,164340.0,1622.0,1+,Medium,None,Unfinished,one_story,1
full,282000,196380.0,1534.0,1+,Medium,Partial,Unfinished,one_story,1
full,356500,200550.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
full,356500,224760.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
full,356500,224760.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,380000,305060.0,2351.0,1+,Large,None,Unfinished,one_story,2
full,155000,139330.0,1378.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,175100,141360.0,1096.0,1+,Small,None,Unfinished,one_story,1
not_full,418000,284200.0,2493.0,1+,Large,None,Unfinished,one_story,2
full,399900,269250.0,2239.0,0,Medium-Large,None,Unfinished,one_story,2
full,320000,188290.0,984.0,0,Small,Partial,Formal rec room,one_story,1
full,320000,188290.0,984.0,0,Small,Partial,Formal rec room,one_story,1
full,225000,199470.0,1304.0,0,Small-Medium,None,Unfinished,one_story,1
full,236100,163290.0,1239.0,0,Small-Medium,None,Unfinished,one_story,1
full,225000,163540.0,1278.0,1+,Small-Medium,None,Unfinished,one_story,2
full,303000,267500.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
not_full,160000,141490.0,1320.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,415000,256570.0,2231.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,347500,194300.0,1655.0,1+,Medium,None,Formal rec room,one_story,2
full,140000,128250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,349000,250010.0,2383.0,0,Large,None,Unfinished,one_story,1
full,270000,205580.0,1118.0,0,Small,None,Formal rec room,one_story,1
full,385000,321110.0,2351.0,0,Large,None,Unfinished,one_story,2
full,385000,257900.0,2351.0,0,Large,None,Unfinished,one_story,2
full,358000,271880.0,2174.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,412500,371530.0,2816.0,1+,Large,None,Unfinished,one_story,2
not_full,435000,282810.0,2016.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,461500,291120.0,2629.0,1+,Large,None,Unfinished,one_story,2
not_full,305000,220200.0,1971.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,301000,305190.0,2272.0,1+,Medium-Large,None,Unfinished,one_story,2
full,410000,283960.0,2318.0,1+,Large,None,Formal rec room,one_story,2
not_full,301500,195320.0,984.0,0,Small,None,Formal rec room,one_story,2
full,285000,150620.0,1186.0,0,Small,None,Formal rec room,one_story,2
full,285000,210150.0,1186.0,0,Small,None,Formal rec room,one_story,2
not_full,363500,270150.0,2027.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,363500,206150.0,2027.0,1+,Medium-Large,None,Formal rec room,one_story,2
full,240000,181870.0,1654.0,0,Medium,None,Unfinished,one_story,2
full,240000,167450.0,1654.0,0,Medium,None,Unfinished,one_story,2
full,240000,169970.0,1654.0,0,Medium,None,Unfinished,one_story,2
not_full,661000,407740.0,3208.0,1+,Large,None,Unfinished,one_story,2
full,422000,360020.0,3013.0,1+,Large,None,Formal rec room,one_story,3+
full,210000,148620.0,988.0,0,Small,None,Unfinished,one_story,1
not_full,228000,190560.0,1395.0,1+,Small-Medium,None,Unfinished,one_story,1
full,479000,394290.0,3157.0,1+,Large,None,Unfinished,one_story,3+
full,294900,205380.0,1739.0,0,Medium,None,Unfinished,one_story,2
full,140000,179750.0,1288.0,0,Small-Medium,None,Formal rec room,one_story,1
not_full,347900,259870.0,2172.0,1+,Medium-Large,None,Unfinished,one_story,2
full,282500,214870.0,1165.0,0,Small,None,Formal rec room,one_story,1
not_full,255000,225220.0,1890.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,255000,225220.0,1890.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,390000,225220.0,1890.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,390000,225220.0,1890.0,1+,Medium-Large,None,Unfinished,one_story,2
full,205000,147850.0,1142.0,1+,Small,None,Unfinished,one_story,2
full,205000,163230.0,1142.0,1+,Small,None,Unfinished,one_story,2
full,112200,125250.0,1250.0,0,Small-Medium,None,Unfinished,one_story,1
full,430000,301340.0,2541.0,1+,Large,None,Unfinished,one_story,2
full,430000,334480.0,2541.0,1+,Large,None,Unfinished,one_story,2
not_full,289900,124100.0,1418.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,289900,124100.0,1418.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,306000,124100.0,1418.0,1+,Medium,None,Formal rec room,over_one_story,2
not_full,306000,124100.0,1418.0,1+,Medium,None,Formal rec room,over_one_story,2
full,275000,186040.0,1386.0,1+,Small-Medium,None,Unfinished,one_story,1
full,275000,173880.0,1354.0,0,Small-Medium,None,Unfinished,one_story,1
full,275000,179210.0,1354.0,0,Small-Medium,None,Unfinished,one_story,1
full,275000,155790.0,1354.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,283000,248300.0,1146.0,0,Small,None,Formal rec room,over_one_story,1
not_full,283000,234360.0,1146.0,0,Small,None,Formal rec room,over_one_story,1
not_full,372000,343640.0,2969.0,1+,Large,None,Unfinished,one_story,2
not_full,310000,311730.0,2226.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,310000,280210.0,2226.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,365000,281670.0,1921.0,1+,Medium-Large,None,Unfinished,one_story,2
full,250000,160740.0,1140.0,1+,Small,None,Unfinished,one_story,1
not_full,278000,203800.0,1100.0,0,Small,None,Formal rec room,over_one_story,1
not_full,278000,193420.0,1100.0,0,Small,None,Formal rec room,over_one_story,1
not_full,330000,293420.0,1764.0,1+,Medium,None,Unfinished,one_story,2
full,270100,180670.0,1186.0,0,Small,None,Formal rec room,one_story,1
not_full,246000,195390.0,1100.0,0,Small,None,Formal rec room,over_one_story,1
full,339900,222350.0,1672.0,1+,Medium,Partial,Unfinished,one_story,2
full,262500,268490.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
full,262500,268490.0,1536.0,1+,Medium,None,Formal rec room,one_story,2
full,367500,228320.0,1432.0,1+,Medium,None,Formal rec room,one_story,2
full,310000,303740.0,1654.0,1+,Medium,None,Formal rec room,one_story,2
not_full,255000,198050.0,1260.0,0,Small-Medium,None,Formal rec room,over_one_story,1
full,289900,164060.0,1188.0,0,Small,None,Unfinished,one_story,1
full,226900,128170.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,226900,176870.0,1767.0,0,Medium,None,Unfinished,one_story,2
full,202410,121380.0,1250.0,1+,Small-Medium,None,Unfinished,one_story,1
full,202410,121380.0,1250.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,166000,135590.0,1300.0,0,Small-Medium,None,Formal rec room,one_story,1
full,279900,185600.0,1160.0,1+,Small,None,Formal rec room,one_story,2
full,279900,204740.0,1160.0,1+,Small,None,Formal rec room,one_story,2
not_full,270000,218650.0,1308.0,1+,Small-Medium,None,Formal rec room,over_one_story,1
full,326500,242680.0,1969.0,1+,Medium-Large,None,Unfinished,one_story,2
full,360000,331000.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,360000,331000.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,360000,334060.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,517500,331000.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,517500,331000.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,517500,334060.0,3256.0,1+,Large,None,Unfinished,one_story,3+
full,375000,271690.0,2798.0,1+,Large,None,Unfinished,one_story,2
full,160000,147780.0,1676.0,1+,Medium,Partial,Unfinished,over_one_story,2
full,160000,147780.0,1676.0,1+,Medium,Partial,Unfinished,over_one_story,2
full,243500,200400.0,1452.0,1+,Medium,None,Unfinished,one_story,2
not_full,365000,255420.0,2252.0,0,Medium-Large,None,Unfinished,one_story,2
not_full,304000,209850.0,1292.0,1+,Small-Medium,None,Formal rec room,one_story,2
not_full,201101,202950.0,1125.0,0,Small,Partial,Formal rec room,over_one_story,1
full,465000,373210.0,3218.0,1+,Large,None,Unfinished,one_story,3+
not_full,336000,255730.0,1774.0,1+,Medium,None,Unfinished,one_story,2
full,290000,215740.0,1784.0,0,Medium-Large,None,Unfinished,one_story,2
full,186000,153910.0,1136.0,0,Small,None,Unfinished,one_story,1
full,168000,103840.0,1027.0,1+,Small,None,Unfinished,one_story,1
full,290000,211890.0,1186.0,1+,Small,None,Formal rec room,one_story,2
full,275000,211990.0,1709.0,0,Medium,None,Unfinished,one_story,2
full,275000,203930.0,1709.0,0,Medium,None,Unfinished,one_story,2
full,395000,230460.0,2216.0,1+,Medium-Large,None,Unfinished,one_story,2
not_full,361500,293400.0,1765.0,1+,Medium,None,Formal rec room,one_story,2
not_full,361500,260230.0,1765.0,1+,Medium,None,Formal rec room,one_story,2
full,150000,159650.0,1282.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,150000,179430.0,1282.0,1+,Small-Medium,None,Formal rec room,one_story,1
full,317000,291330.0,1670.0,1+,Medium,None,Unfinished,one_story,2
not_full,280000,244240.0,1923.0,1+,Medium-Large,None,Formal rec room,over_one_story,2
full,280000,314200.0,2523.0,1+,Large,None,Unfinished,one_story,2
full,370000,58660.0,1997.0,1+,Medium-Large,None,Unfinished,one_story,2
full,268500,210970.0,1680.0,1+,Medium,Partial,Unfinished,one_story,1
not_full,309900,253830.0,1965.0,1+,Medium-Large,None,Formal rec room,one_story,2
not_full,235500,200220.0,1075.0,0,Small,None,Formal rec room,over_one_story,2
full,315000,250860.0,2144.0,1+,Medium-Large,None,Unfinished,one_story,2
full,315000,210310.0,2144.0,1+,Medium-Large,None,Unfinished,one_story,2
full,228000,185430.0,1155.0,0,Small,None,Unfinished,one_story,1
full,222000,255140.0,1452.0,1+,Medium,None,Unfinished,one_story,2
not_full,290000,233910.0,1118.0,1+,Small,None,Formal rec room,over_one_story,1
not_full,290000,233910.0,1118.0,1+,Small,None,Formal rec room,over_one_story,1
full,152500,148470.0,1078.0,0,Small,None,Unfinished,one_story,1
full,408000,253660.0,2325.0,0,Large,None,Formal rec room,one_story,2
full,180100,126220.0,1490.0,0,Medium,None,Formal rec room,one_story,2
full,365000,278530.0,1849.0,0,Medium-Large,Partial,Unfinished,one_story,1
not_full,498274,198880.0,2829.0,1+,Large,None,Formal rec room,over_one_story,3+
full,426500,277470.0,2493.0,1+,Large,Full,Unfinished,one_story,2
full,230000,185780.0,976.0,1+,Small,None,Formal rec room,one_story,1
full,163000,99100.0,1034.0,1+,Small,None,Unfinished,one_story,1
full,163000,117010.0,1034.0,1+,Small,None,Unfinished,one_story,1
full,267000,189780.0,1293.0,1+,Small-Medium,None,Unfinished,one_story,1
full,194000,150350.0,1400.0,0,Small-Medium,None,Unfinished,one_story,1
full,194000,112040.0,1400.0,0,Small-Medium,None,Unfinished,one_story,1
full,194000,123040.0,1400.0,0,Small-Medium,None,Unfinished,one_story,1
not_full,168750,121580.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
not_full,168750,149240.0,1202.0,1+,Small-Medium,None,Unfinished,one_story,1
full,296700,224710.0,1712.0,1+,Medium,None,Unfinished,one_story,2
full,296700,224710.0,1712.0,1+,Medium,None,Unfinished,one_story,2
not_full,350000,178480.0,1981.0,0,Medium-Large,None,Formal rec room,over_one_story,2
not_full,281500,172300.0,1075.0,1+,Small,None,Formal rec room,over_one_story,1
full,226000,209580.0,1090.0,0,Small,None,Unfinished,one_story,1
not_full,220000,176100.0,1654.0,1+,Medium,None,Unfinished,one_story,2
full,255000,232300.0,1851.0,1+,Medium-Large,None,Unfinished,one_story,2
full,305555,224040.0,1141.0,0,Small,None,Unfinished,one_story,1
full,295000,225390.0,1798.0,1+,Medium-Large,None,Unfinished,one_story,2
