property_city,Estimate (Land),Estimate (Building),Type of Residence,Rooms,Bedrooms,Central Heating,Central Air,Fireplaces,Building Square Feet,Sale Price,Full Baths,Garage 1 Size,Age,Garage indicator,Tax Year,Basement,Basement Finish,Near Major Road,Construction Quality,Renovation,Repair Condition,Neighborhood Code,Roof Material,Other Heating,Attic Type,Attic Finish,Cathedral Ceiling,Site Desireability,Porch,Other Improvements,Large Lot
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
DES PLAINES,41550,0,3,7,3,1,1,1,1753,414815,2,3,1,1,2019,3,1,0,2,NA,2,180,1,5,3,0,2,2,3,0,NA
MOUNT PROSPECT,5270,178340,NA,NA,NA,NA,NA,NA,NA,227500,NA,NA,25,NA,2019,NA,NA,1,NA,NA,NA,50,NA,NA,NA,0,NA,NA,3,NA,NA
HOFFMAN ESTATES,51950,201090,1,7,4,1,1,1,1681,185000,2,3,47,1,2018,2,3,0,2,NA,2,11,1,5,2,3,0,2,3,62,0
ARLINGTON HEIGHTS,47490,394250,2,8,4,1,1,1,2536,505000,2,3,40,1,2018,3,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,47490,394250,2,8,4,1,1,1,2536,505000,2,3,40,1,2018,3,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,75750,445500,2,9,5,1,1,1,3375,625000,3,3,30,1,2018,3,3,1,1,NA,2,41,1,5,3,NA,0,2,3,0,0
PALATINE,37900,225770,1,7,4,1,1,1,1654,315000,2,1,61,1,2019,3,3,0,2,NA,2,70,1,5,3,0,2,2,3,0,NA
NORTHBROOK,165000,128900,1,5,3,1,0,1,1553,225000,1,3,69,1,2019,4,3,0,2,NA,2,270,1,5,2,3,2,2,3,0,NA
GLENVIEW,96750,180430,NA,NA,NA,NA,NA,NA,NA,325000,1,NA,40,NA,2018,NA,NA,1,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,111550,354520,1,7,4,1,1,1,2137,550000,2,3,62,1,2019,1,3,0,2,NA,2,23,1,5,3,0,2,2,3,0,NA
SCHAUMBURG,45930,296070,2,8,4,1,1,1,2169,421500,2,3,35,1,2018,1,3,0,2,NA,2,72,1,5,3,NA,2,2,3,54,0
NORTHBROOK,27110,87740,NA,NA,NA,NA,NA,NA,NA,285500,NA,NA,45,NA,2019,NA,NA,1,NA,NA,NA,72,NA,NA,NA,0,NA,NA,3,NA,NA
GLENVIEW,34100,503780,2,7,3,1,1,2,2239,570000,2,3,20,1,2019,3,3,0,2,NA,2,160,4,5,3,0,1,2,3,0,NA
ARLINGTON HEIGHTS,36300,189160,2,8,5,1,1,1,2934,775000,4,3,1,1,2018,1,1,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,31350,159500,2,8,5,1,1,1,2934,775000,4,3,1,1,2018,1,1,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,31350,159500,2,8,5,1,1,1,2934,775000,4,3,1,1,2018,1,1,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
SCHAUMBURG,39900,191200,1,7,3,1,0,1,1386,190000,1,3,48,1,2018,2,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,2450,79770,NA,NA,NA,NA,NA,NA,NA,125000,NA,NA,49,NA,2019,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,3,NA,NA
DES PLAINES,16090,67670,NA,NA,NA,NA,NA,NA,NA,135000,1,NA,19,NA,2018,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,3720,148450,NA,NA,NA,NA,NA,NA,NA,200000,1,NA,28,NA,2018,NA,NA,1,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,8830,114030,NA,NA,NA,NA,NA,NA,NA,174000,NA,NA,22,NA,2019,NA,NA,0,NA,NA,NA,30,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,34000,265610,5,6,3,1,1,0,1525,451000,2,0,113,0,2018,1,3,0,2,NA,2,210,1,5,1,1,2,2,3,0,0
EVANSTON,39060,217820,5,6,3,1,0,1,1302,425000,1,3,66,1,2019,1,3,0,2,NA,2,140,1,5,1,1,2,2,3,0,NA
EVANSTON,39060,217820,5,6,3,1,0,1,1302,425000,1,3,66,1,2019,1,3,0,2,NA,2,140,1,5,1,1,2,2,3,0,NA
MOUNT PROSPECT,50080,300940,2,8,4,1,1,1,2321,450000,2,3,28,1,2018,1,3,1,2,NA,2,51,1,5,3,NA,2,2,3,0,0
SCHAUMBURG,27710,148320,NA,NA,NA,NA,NA,NA,NA,238000,1,NA,21,NA,2018,NA,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,14150,282150,2,5,2,1,1,1,1481,324000,2,3,28,1,2018,3,1,0,2,NA,2,43,1,5,2,1,2,2,2,0,0
PALATINE,14150,282150,2,5,2,1,1,1,1481,324000,2,3,28,1,2018,3,1,0,2,NA,2,43,1,5,2,1,2,2,2,0,0
SKOKIE,54350,516260,2,8,4,1,1,1,3120,505000,3,3,40,1,2018,1,3,0,2,NA,2,51,1,5,3,NA,2,2,3,0,0
GLENVIEW,111830,293750,1,9,5,1,1,1,2632,628000,2,3,58,1,2018,3,1,0,2,NA,2,85,4,5,3,NA,0,2,3,0,0
GLENVIEW,111830,293750,1,9,5,1,1,1,2632,628000,2,3,58,1,2018,3,1,0,2,NA,2,85,4,5,3,NA,0,2,3,0,0
NORTHBROOK,100510,675480,2,9,4,1,1,2,3531,975000,3,3,21,1,2019,3,1,1,1,NA,1,132,1,5,3,0,2,2,3,0,NA
DES PLAINES,16340,56490,NA,NA,NA,NA,NA,NA,NA,105000,1,NA,39,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,40590,216260,1,6,3,1,0,1,1362,245000,1,1,57,1,2019,1,3,0,2,NA,2,70,1,5,3,0,0,2,3,0,NA
PALATINE,39050,191950,1,6,4,1,1,1,1687,310000,2,3,58,1,2018,3,3,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
PALATINE,43930,256060,1,6,4,1,1,1,1687,310000,2,3,58,1,2018,3,3,0,2,NA,2,70,1,5,3,NA,2,2,3,0,0
DES PLAINES,10700,27360,NA,NA,NA,NA,NA,NA,NA,35000,1,NA,43,NA,2018,NA,NA,1,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,10700,27360,NA,NA,NA,NA,NA,NA,NA,35000,1,NA,43,NA,2018,NA,NA,1,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,3,NA,1
HOFFMAN ESTATES,37180,266000,4,6,3,1,1,1,1796,377000,2,3,47,1,2018,3,1,0,2,NA,2,11,1,5,3,NA,2,2,3,76,0
GLENVIEW,10680,489790,NA,NA,NA,NA,NA,NA,NA,440000,1,NA,8,NA,2018,NA,NA,0,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,17760,240160,NA,NA,NA,NA,NA,NA,NA,274900,1,NA,83,NA,2018,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,180700,141830,5,7,3,1,1,1,2933,1475000,2,3,65,1,2019,4,3,0,2,NA,2,10,1,5,2,1,2,2,3,35,NA
GLENVIEW,106330,410640,2,8,4,1,1,1,2589,570000,2,3,28,1,2018,1,3,0,2,NA,2,430,1,5,3,NA,0,2,3,0,0
EVANSTON,10520,104880,NA,NA,NA,NA,NA,NA,NA,105000,1,NA,80,NA,2018,NA,NA,0,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,3,NA,1
ARLINGTON HEIGHTS,4100,163650,NA,NA,NA,NA,NA,NA,NA,242000,NA,NA,28,NA,2019,NA,NA,1,NA,NA,NA,41,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,40000,209960,1,5,3,2,0,1,1115,402500,1,3,91,1,2018,1,3,0,2,NA,2,110,1,5,1,3,0,2,3,0,0
EVANSTON,40000,209960,1,5,3,2,0,1,1115,402500,1,3,91,1,2018,1,3,0,2,NA,2,110,1,5,1,3,0,2,3,0,0
DES PLAINES,24950,199740,2,8,4,1,1,0,2040,219000,2,1,50,1,2018,3,1,0,2,NA,2,50,1,5,3,NA,0,2,3,0,0
PALATINE,50540,169540,4,6,3,1,1,0,1164,225000,1,3,49,1,2018,3,1,0,2,NA,2,22,1,5,3,NA,2,2,3,0,0
DES PLAINES,42810,282930,5,7,4,1,1,1,2782,412000,2,3,61,1,2018,3,1,0,2,NA,2,23,1,5,2,1,2,2,3,0,0
DES PLAINES,28750,161650,2,6,3,1,1,0,1501,230000,1,0,54,0,2018,3,3,0,2,NA,2,50,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,47850,287130,2,6,4,1,0,0,1525,275000,2,1,64,1,2018,4,3,0,2,NA,2,52,1,5,3,NA,0,2,1,0,0
MOUNT PROSPECT,58500,190700,4,7,3,1,1,0,1229,258500,1,0,54,0,2018,3,1,1,2,NA,2,10,1,5,3,NA,2,2,3,0,0
DES PLAINES,36600,217420,1,6,3,1,1,0,1753,237000,1,3,44,1,2018,4,3,1,2,NA,2,51,1,5,3,NA,2,2,3,56,0
NORTHBROOK,66490,179590,1,5,3,1,1,2,1152,460000,1,1,65,1,2019,2,3,0,2,NA,2,72,1,5,1,3,0,2,3,0,NA
NORTHBROOK,79360,216350,1,5,3,1,1,2,1152,460000,1,1,65,1,2019,2,3,0,2,NA,2,72,1,5,1,3,0,2,3,0,NA
ARLINGTON HEIGHTS,83530,231930,1,7,4,2,0,0,1766,255500,2,3,61,1,2018,4,3,1,2,NA,2,50,1,5,3,NA,2,2,3,0,0
GLENVIEW,16450,184440,NA,NA,NA,NA,NA,NA,NA,275000,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,28250,169290,NA,NA,NA,NA,NA,NA,NA,324000,1,NA,24,NA,2018,NA,NA,0,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,32480,188870,NA,NA,NA,NA,NA,NA,NA,324000,1,NA,24,NA,2018,NA,NA,0,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,48950,203760,4,6,3,1,1,0,1186,327000,2,3,52,1,2018,3,1,0,2,NA,2,40,1,5,2,3,0,2,1,0,0
PALATINE,11790,34980,2,7,4,1,1,0,3072,50000,4,0,128,0,2018,3,3,1,2,NA,2,60,1,5,1,3,2,2,3,0,0
SKOKIE,40590,219380,4,5,3,1,1,0,1183,270000,2,0,61,0,2018,3,1,0,2,NA,2,81,1,5,3,NA,0,2,3,0,0
HOFFMAN ESTATES,39640,212360,1,7,4,1,1,0,1480,292000,3,3,47,1,2018,3,1,0,2,NA,2,11,1,5,1,3,2,2,3,0,0
ARLINGTON HEIGHTS,43560,380190,2,7,4,1,1,2,2315,490500,2,3,53,1,2019,3,1,0,2,NA,2,70,1,5,3,0,2,2,3,0,NA
ARLINGTON HEIGHTS,41580,374210,2,7,4,1,1,2,2315,490500,2,3,53,1,2019,3,1,0,2,NA,2,70,1,5,3,0,2,2,3,0,NA
MOUNT PROSPECT,50540,206760,1,6,3,1,1,1,1107,580000,1,3,62,1,2019,1,3,0,2,NA,2,30,1,5,3,0,0,2,3,0,NA
EVANSTON,13890,170310,NA,NA,NA,NA,NA,NA,NA,216000,NA,NA,48,NA,2019,NA,NA,0,NA,NA,NA,41,NA,NA,NA,0,NA,NA,3,NA,NA
EVANSTON,86210,416140,1,6,3,1,1,1,1830,567500,2,0,61,0,2018,3,3,0,2,NA,2,120,1,5,3,NA,0,2,1,0,0
DES PLAINES,40610,179830,4,5,3,1,1,1,1131,270000,1,1,56,1,2018,3,1,0,2,NA,2,93,1,5,2,3,0,2,3,0,0
SKOKIE,53700,205090,1,5,3,1,0,0,1184,240000,1,1,62,1,2018,1,3,0,2,NA,2,101,1,5,3,NA,0,2,3,0,0
PALATINE,29240,199270,NA,NA,NA,NA,NA,NA,NA,320000,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,3,NA,1
NORTHBROOK,82500,740770,2,8,4,1,1,1,4171,880000,5,5,9,1,2018,1,1,0,2,NA,2,280,1,5,3,NA,2,2,3,0,0
PALATINE,33280,324710,2,9,5,1,1,1,2329,403000,2,3,47,1,2018,1,3,0,2,NA,2,60,1,5,3,NA,0,2,3,0,0
SKOKIE,41130,180610,1,5,3,1,0,0,1181,350000,1,1,67,1,2018,3,3,0,2,NA,2,81,5,5,3,NA,0,2,3,0,0
SKOKIE,34900,171220,1,5,3,1,0,0,1181,350000,1,1,67,1,2018,3,3,0,2,NA,2,81,5,5,3,NA,0,2,3,0,0
SKOKIE,34900,171220,1,5,3,1,0,0,1181,350000,1,1,67,1,2018,3,3,0,2,NA,2,81,5,5,3,NA,0,2,3,0,0
SCHAUMBURG,29430,129070,NA,NA,NA,NA,NA,NA,NA,186500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,28580,120920,NA,NA,NA,NA,NA,NA,NA,186500,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,13140,33580,NA,NA,NA,NA,NA,NA,NA,59000,1,NA,43,NA,2018,NA,NA,1,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,3,NA,1
MOUNT PROSPECT,39620,213070,4,5,3,1,1,0,1102,288000,1,3,57,1,2018,3,1,0,2,NA,2,80,1,5,3,NA,0,2,3,0,0
PALATINE,20200,304140,2,7,3,1,1,2,2410,305000,2,3,16,1,2019,1,3,1,2,NA,2,60,1,5,3,0,1,2,3,0,NA
PALATINE,24740,149300,NA,NA,NA,NA,NA,NA,NA,234000,1,NA,16,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
PALATINE,23030,174420,NA,NA,NA,NA,NA,NA,NA,234000,1,NA,16,NA,2018,NA,NA,1,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,3,NA,1
DES PLAINES,45910,204220,1,6,4,1,0,1,1368,215000,1,3,65,1,2019,1,3,1,2,NA,2,23,1,5,3,0,0,2,3,0,NA
GLENVIEW,198550,40350,5,6,3,1,1,0,1781,300000,2,4,59,1,2018,1,3,1,2,NA,2,131,1,5,1,1,2,2,3,0,0
GLENVIEW,198550,403510,5,6,3,1,1,0,1781,300000,2,4,59,1,2018,1,3,1,2,NA,2,131,1,5,1,1,2,2,3,0,0
GLENVIEW,198550,40350,1,6,3,1,1,2,1242,735000,2,4,62,1,2019,1,3,1,2,NA,2,131,1,5,3,0,2,2,3,0,NA
GLENVIEW,198550,403510,1,6,3,1,1,2,1242,735000,2,4,62,1,2019,1,3,1,2,NA,2,131,1,5,3,0,2,2,3,0,NA
GLENVIEW,51000,129960,1,6,3,1,0,0,1012,258000,1,1,59,1,2018,2,3,1,2,NA,2,82,1,5,2,3,0,2,3,0,0
GLENVIEW,58650,134890,1,6,3,1,0,0,1012,258000,1,1,59,1,2018,2,3,1,2,NA,2,82,1,5,2,3,0,2,3,0,0
DES PLAINES,24840,68990,NA,NA,NA,NA,NA,NA,NA,194000,1,NA,51,NA,2018,NA,NA,1,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,4700,261310,NA,NA,NA,NA,NA,NA,NA,319000,1,NA,13,NA,2018,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
EVANSTON,4700,261310,NA,NA,NA,NA,NA,NA,NA,319000,1,NA,13,NA,2018,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,7890,168980,2,5,3,1,0,0,1086,150000,1,0,59,0,2018,3,3,0,2,NA,2,31,1,5,3,NA,0,2,3,0,0
PALATINE,69980,295010,2,7,3,1,1,1,2200,355000,2,3,16,1,2018,1,1,1,2,NA,2,50,1,5,3,NA,1,2,3,0,0
PALATINE,63930,295960,2,7,3,1,1,1,2200,355000,2,3,16,1,2018,1,1,1,2,NA,2,50,1,5,3,NA,1,2,3,0,0
PALATINE,54530,272410,4,7,4,1,1,2,1583,310000,2,3,50,1,2019,3,1,1,1,NA,2,70,1,5,2,3,0,2,3,0,NA
PALATINE,51660,296110,4,7,4,1,1,2,1583,310000,2,3,50,1,2019,3,1,1,1,NA,2,70,1,5,2,3,0,2,3,0,NA
DES PLAINES,16150,123340,1,5,2,1,0,1,990,199500,1,0,76,0,2019,1,3,0,2,NA,2,40,1,5,2,3,0,2,3,0,NA
DES PLAINES,18710,136560,1,5,2,1,0,1,990,199500,1,0,76,0,2019,1,3,0,2,NA,2,40,1,5,2,3,0,2,3,0,NA
NORTHBROOK,83200,647880,2,9,4,1,1,1,2877,999000,2,3,16,1,2018,1,3,0,2,NA,2,132,1,5,3,NA,1,2,3,0,0
SCHAUMBURG,13240,99870,NA,NA,NA,NA,NA,NA,NA,190000,NA,NA,28,NA,2019,NA,NA,1,NA,NA,NA,30,NA,NA,NA,0,NA,NA,3,NA,NA
PALATINE,19950,192500,1,5,2,2,0,0,976,209000,1,2,62,1,2018,3,3,1,2,NA,2,60,1,5,1,3,0,2,3,0,0
PALATINE,21610,160390,1,5,2,2,0,0,976,209000,1,2,62,1,2018,3,3,1,2,NA,2,60,1,5,1,3,0,2,3,0,0
PALATINE,19950,192500,1,5,2,2,0,0,976,209000,1,2,62,1,2018,3,3,1,2,NA,2,60,1,5,1,3,0,2,3,0,0
DES PLAINES,11960,31320,NA,NA,NA,NA,NA,NA,NA,63000,1,NA,53,NA,2018,NA,NA,1,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,73570,98450,NA,NA,NA,NA,NA,NA,NA,181000,NA,NA,31,NA,2019,NA,NA,1,NA,NA,NA,101,NA,NA,NA,0,NA,NA,3,NA,NA
ARLINGTON HEIGHTS,48670,328980,4,7,4,1,1,1,1609,359000,2,3,45,1,2018,3,1,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
ARLINGTON HEIGHTS,41590,296410,5,7,3,1,1,0,1758,385000,2,3,50,1,2018,3,1,1,2,NA,2,50,1,5,2,1,2,2,1,0,0
ARLINGTON HEIGHTS,43780,261720,5,7,3,1,1,0,1758,385000,2,3,50,1,2018,3,1,1,2,NA,2,50,1,5,2,1,2,2,1,0,0
EVANSTON,15490,119500,NA,NA,NA,NA,NA,NA,NA,215000,1,NA,47,NA,2018,NA,NA,1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,3,NA,0
SKOKIE,31250,165930,1,4,2,1,1,0,989,275000,1,3,64,1,2018,1,1,1,2,NA,2,31,1,5,3,NA,2,2,3,0,0
SKOKIE,36250,200680,1,4,2,1,1,0,989,275000,1,3,64,1,2018,1,1,1,2,NA,2,31,1,5,3,NA,2,2,3,0,0
PALATINE,15620,112290,NA,NA,NA,NA,NA,NA,NA,127000,1,NA,27,NA,2018,NA,NA,1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,3,NA,1
SKOKIE,42310,268880,4,7,4,1,1,1,1379,440000,2,0,58,0,2018,3,1,0,2,NA,2,81,1,5,3,NA,2,2,3,0,0
SKOKIE,42310,268880,4,7,4,1,1,1,1379,440000,2,0,58,0,2018,3,1,0,2,NA,2,81,1,5,3,NA,2,2,3,0,0
ARLINGTON HEIGHTS,41830,285430,4,6,3,1,0,1,1393,330010,1,3,38,1,2018,3,1,0,2,NA,2,70,1,5,3,NA,0,2,3,0,0
GLENVIEW,91710,804770,2,8,4,1,1,2,3984,875000,2,3,19,1,2019,1,3,0,2,NA,2,160,1,5,3,0,1,2,3,0,NA
PALATINE,34490,189940,5,5,3,1,0,1,1116,195125,1,3,67,1,2019,1,3,0,2,NA,2,60,1,5,2,1,2,2,3,0,NA
PALATINE,34490,189940,5,5,3,1,0,1,1116,195125,1,3,67,1,2019,1,3,0,2,NA,2,60,1,5,2,1,2,2,3,0,NA
DES PLAINES,37270,239500,5,7,4,1,1,0,1846,305000,2,3,91,1,2018,1,3,0,2,NA,2,23,1,5,1,1,2,2,3,0,0
DES PLAINES,37270,235680,5,7,4,1,1,0,1846,305000,2,3,91,1,2018,1,3,0,2,NA,2,23,1,5,1,1,2,2,3,0,0
NORTHBROOK,143710,392100,1,8,5,1,1,1,2898,590000,3,3,48,1,2018,3,3,0,2,NA,2,52,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,10200,176470,NA,NA,NA,NA,NA,NA,NA,214000,1,NA,16,NA,2018,NA,NA,1,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,30820,267320,2,7,4,1,1,1,2448,310000,2,3,40,1,2018,2,3,0,2,NA,2,40,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,30010,145360,NA,NA,NA,NA,NA,NA,NA,195000,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
SCHAUMBURG,29160,113360,NA,NA,NA,NA,NA,NA,NA,195000,1,NA,19,NA,2018,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,3,NA,1
HOFFMAN ESTATES,50020,311630,2,9,4,1,1,0,2236,350000,2,3,39,1,2018,3,3,0,2,NA,2,33,1,5,3,NA,0,2,3,0,0
SCHAUMBURG,75570,303040,2,9,4,1,1,2,2500,475000,2,3,42,1,2019,3,3,0,2,NA,2,110,1,5,3,0,0,2,3,0,NA
